mesh1kmid,prefcode,citycode,year,month,dayflag,timezone,population
53394519,13,13101,2019,06,0,0,14091
53394519,13,13101,2019,06,0,1,5681
53394519,13,13101,2019,06,0,2,9130
53394519,13,13101,2019,06,1,0,68808
53394519,13,13101,2019,06,1,1,9570
53394519,13,13101,2019,06,1,2,37139
53394519,13,13101,2019,06,2,0,50569
53394519,13,13101,2019,06,2,1,8273
53394519,13,13101,2019,06,2,2,27802
53394528,13,13101,2019,06,0,0,28375
53394528,13,13101,2019,06,0,1,14179
53394528,13,13101,2019,06,0,2,20853
53394528,13,13101,2019,06,1,0,105392
53394528,13,13101,2019,06,1,1,19294
53394528,13,13101,2019,06,1,2,62529
53394528,13,13101,2019,06,2,0,79719
53394528,13,13101,2019,06,2,1,17589
53394528,13,13101,2019,06,2,2,48637
53394529,13,13101,2019,06,0,0,15244
53394529,13,13101,2019,06,0,1,7774
53394529,13,13101,2019,06,0,2,10814
53394529,13,13101,2019,06,1,0,64488
53394529,13,13101,2019,06,1,1,10298
53394529,13,13101,2019,06,1,2,35826
53394529,13,13101,2019,06,2,0,48073
53394529,13,13101,2019,06,2,1,9457
53394529,13,13101,2019,06,2,2,27489
53394539,13,13101,2019,06,0,0,23317
53394539,13,13101,2019,06,0,1,9306
53394539,13,13101,2019,06,0,2,15811
53394539,13,13101,2019,06,1,0,88652
53394539,13,13101,2019,06,1,1,13081
53394539,13,13101,2019,06,1,2,48857
53394539,13,13101,2019,06,2,0,66874
53394539,13,13101,2019,06,2,1,11823
53394539,13,13101,2019,06,2,2,37842
53394600,13,13101,2019,06,0,0,69648
53394600,13,13101,2019,06,0,1,27557
53394600,13,13101,2019,06,0,2,49168
53394600,13,13101,2019,06,1,0,244804
53394600,13,13101,2019,06,1,1,35598
53394600,13,13101,2019,06,1,2,150388
53394600,13,13101,2019,06,2,0,186418
53394600,13,13101,2019,06,2,1,32918
53394600,13,13101,2019,06,2,2,116648
53394610,13,13101,2019,06,0,0,15600
53394610,13,13101,2019,06,0,1,3468
53394610,13,13101,2019,06,0,2,8971
53394610,13,13101,2019,06,1,0,86390
53394610,13,13101,2019,06,1,1,7200
53394610,13,13101,2019,06,1,2,44980
53394610,13,13101,2019,06,2,0,62794
53394610,13,13101,2019,06,2,1,5956
53394610,13,13101,2019,06,2,2,32977
53394620,13,13101,2019,06,0,0,11770
53394620,13,13101,2019,06,0,1,3079
53394620,13,13101,2019,06,0,2,6952
53394620,13,13101,2019,06,1,0,52409
53394620,13,13101,2019,06,1,1,5549
53394620,13,13101,2019,06,1,2,27608
53394620,13,13101,2019,06,2,0,38863
53394620,13,13101,2019,06,2,1,4726
53394620,13,13101,2019,06,2,2,20723
53394621,13,13101,2019,06,0,0,54704
53394621,13,13101,2019,06,0,1,16123
53394621,13,13101,2019,06,0,2,33725
53394621,13,13101,2019,06,1,0,335324
53394621,13,13101,2019,06,1,1,31621
53394621,13,13101,2019,06,1,2,178484
53394621,13,13101,2019,06,2,0,241784
53394621,13,13101,2019,06,2,1,26455
53394621,13,13101,2019,06,2,2,130231
53394630,13,13101,2019,06,0,0,41318
53394630,13,13101,2019,06,0,1,12805
53394630,13,13101,2019,06,0,2,25086
53394630,13,13101,2019,06,1,0,155729
53394630,13,13101,2019,06,1,1,18811
53394630,13,13101,2019,06,1,2,84273
53394630,13,13101,2019,06,2,0,117592
53394630,13,13101,2019,06,2,1,16809
53394630,13,13101,2019,06,2,2,64544
53394631,13,13101,2019,06,0,0,91136
53394631,13,13101,2019,06,0,1,29720
53394631,13,13101,2019,06,0,2,59654
53394631,13,13101,2019,06,1,0,222013
53394631,13,13101,2019,06,1,1,34906
53394631,13,13101,2019,06,1,2,134403
53394631,13,13101,2019,06,2,0,178387
53394631,13,13101,2019,06,2,1,33177
53394631,13,13101,2019,06,2,2,109487
53394632,13,13101,2019,06,0,0,38840
53394632,13,13101,2019,06,0,1,27252
53394632,13,13101,2019,06,0,2,33219
53394632,13,13101,2019,06,1,0,111303
53394632,13,13101,2019,06,1,1,30861
53394632,13,13101,2019,06,1,2,72018
53394632,13,13101,2019,06,2,0,87148
53394632,13,13101,2019,06,2,1,29658
53394632,13,13101,2019,06,2,2,59085
53393671,13,13102,2019,06,0,0,693
53393671,13,13102,2019,06,0,1,260
53393671,13,13102,2019,06,0,2,449
53393671,13,13102,2019,06,1,0,813
53393671,13,13102,2019,06,1,1,169
53393671,13,13102,2019,06,1,2,446
53393671,13,13102,2019,06,2,0,773
53393671,13,13102,2019,06,2,1,199
53393671,13,13102,2019,06,2,2,447
53393681,13,13102,2019,06,0,0,9123
53393681,13,13102,2019,06,0,1,10079
53393681,13,13102,2019,06,0,2,9681
53393681,13,13102,2019,06,1,0,17060
53393681,13,13102,2019,06,1,1,10206
53393681,13,13102,2019,06,1,2,12950
53393681,13,13102,2019,06,2,0,14414
53393681,13,13102,2019,06,2,1,10163
53393681,13,13102,2019,06,2,2,11861
53393682,13,13102,2019,06,0,0,14228
53393682,13,13102,2019,06,0,1,12668
53393682,13,13102,2019,06,0,2,13083
53393682,13,13102,2019,06,1,0,61022
53393682,13,13102,2019,06,1,1,14131
53393682,13,13102,2019,06,1,2,34916
53393682,13,13102,2019,06,2,0,45424
53393682,13,13102,2019,06,2,1,13643
53393682,13,13102,2019,06,2,2,27639
53393691,13,13102,2019,06,0,0,16241
53393691,13,13102,2019,06,0,1,7210
53393691,13,13102,2019,06,0,2,10770
53393691,13,13102,2019,06,1,0,60190
53393691,13,13102,2019,06,1,1,9986
53393691,13,13102,2019,06,1,2,31967
53393691,13,13102,2019,06,2,0,45540
53393691,13,13102,2019,06,2,1,9061
53393691,13,13102,2019,06,2,2,24901
53393692,13,13102,2019,06,0,0,22324
53393692,13,13102,2019,06,0,1,19881
53393692,13,13102,2019,06,0,2,21191
53393692,13,13102,2019,06,1,0,35014
53393692,13,13102,2019,06,1,1,21006
53393692,13,13102,2019,06,1,2,29030
53393692,13,13102,2019,06,2,0,30784
53393692,13,13102,2019,06,2,1,20631
53393692,13,13102,2019,06,2,2,26417
53394601,13,13102,2019,06,0,0,118409
53394601,13,13102,2019,06,0,1,32836
53394601,13,13102,2019,06,0,2,68883
53394601,13,13102,2019,06,1,0,207319
53394601,13,13102,2019,06,1,1,36687
53394601,13,13102,2019,06,1,2,122376
53394601,13,13102,2019,06,2,0,177683
53394601,13,13102,2019,06,2,1,35403
53394601,13,13102,2019,06,2,2,104545
53394602,13,13102,2019,06,0,0,21287
53394602,13,13102,2019,06,0,1,20392
53394602,13,13102,2019,06,0,2,20831
53394602,13,13102,2019,06,1,0,80066
53394602,13,13102,2019,06,1,1,23701
53394602,13,13102,2019,06,1,2,48807
53394602,13,13102,2019,06,2,0,60473
53394602,13,13102,2019,06,2,1,22598
53394602,13,13102,2019,06,2,2,39482
53394611,13,13102,2019,06,0,0,137098
53394611,13,13102,2019,06,0,1,30193
53394611,13,13102,2019,06,0,2,82722
53394611,13,13102,2019,06,1,0,374756
53394611,13,13102,2019,06,1,1,43383
53394611,13,13102,2019,06,1,2,213687
53394611,13,13102,2019,06,2,0,295537
53394611,13,13102,2019,06,2,1,38987
53394611,13,13102,2019,06,2,2,170032
53394612,13,13102,2019,06,0,0,28948
53394612,13,13102,2019,06,0,1,19783
53394612,13,13102,2019,06,0,2,23867
53394612,13,13102,2019,06,1,0,161605
53394612,13,13102,2019,06,1,1,29497
53394612,13,13102,2019,06,1,2,92161
53394612,13,13102,2019,06,2,0,117386
53394612,13,13102,2019,06,2,1,26259
53394612,13,13102,2019,06,2,2,69396
53394622,13,13102,2019,06,0,0,34384
53394622,13,13102,2019,06,0,1,27385
53394622,13,13102,2019,06,0,2,30122
53394622,13,13102,2019,06,1,0,149053
53394622,13,13102,2019,06,1,1,34385
53394622,13,13102,2019,06,1,2,88231
53394622,13,13102,2019,06,2,0,110830
53394622,13,13102,2019,06,2,1,32052
53394622,13,13102,2019,06,2,2,68861
53393558,13,13103,2019,06,0,0,39981
53393558,13,13103,2019,06,0,1,32033
53393558,13,13103,2019,06,0,2,34363
53393558,13,13103,2019,06,1,0,56287
53393558,13,13103,2019,06,1,1,28646
53393558,13,13103,2019,06,1,2,42552
53393558,13,13103,2019,06,2,0,50852
53393558,13,13103,2019,06,2,1,29775
53393558,13,13103,2019,06,2,2,39822
53393559,13,13103,2019,06,0,0,43184
53393559,13,13103,2019,06,0,1,18175
53393559,13,13103,2019,06,0,2,32068
53393559,13,13103,2019,06,1,0,230828
53393559,13,13103,2019,06,1,1,27845
53393559,13,13103,2019,06,1,2,132025
53393559,13,13103,2019,06,2,0,168280
53393559,13,13103,2019,06,2,1,24622
53393559,13,13103,2019,06,2,2,98706
53393567,13,13103,2019,06,0,0,23601
53393567,13,13103,2019,06,0,1,16385
53393567,13,13103,2019,06,0,2,20149
53393567,13,13103,2019,06,1,0,42319
53393567,13,13103,2019,06,1,1,17927
53393567,13,13103,2019,06,1,2,30617
53393567,13,13103,2019,06,2,0,36080
53393567,13,13103,2019,06,2,1,17413
53393567,13,13103,2019,06,2,2,27128
53393568,13,13103,2019,06,0,0,14584
53393568,13,13103,2019,06,0,1,12175
53393568,13,13103,2019,06,0,2,12891
53393568,13,13103,2019,06,1,0,14392
53393568,13,13103,2019,06,1,1,11392
53393568,13,13103,2019,06,1,2,12617
53393568,13,13103,2019,06,2,0,14456
53393568,13,13103,2019,06,2,1,11653
53393568,13,13103,2019,06,2,2,12708
53393569,13,13103,2019,06,0,0,15593
53393569,13,13103,2019,06,0,1,13821
53393569,13,13103,2019,06,0,2,14771
53393569,13,13103,2019,06,1,0,75546
53393569,13,13103,2019,06,1,1,16547
53393569,13,13103,2019,06,1,2,44093
53393569,13,13103,2019,06,2,0,55562
53393569,13,13103,2019,06,2,1,15638
53393569,13,13103,2019,06,2,2,34319
53393578,13,13103,2019,06,0,0,15559
53393578,13,13103,2019,06,0,1,15843
53393578,13,13103,2019,06,0,2,15626
53393578,13,13103,2019,06,1,0,27911
53393578,13,13103,2019,06,1,1,16002
53393578,13,13103,2019,06,1,2,21521
53393578,13,13103,2019,06,2,0,23794
53393578,13,13103,2019,06,2,1,15949
53393578,13,13103,2019,06,2,2,19556
53393579,13,13103,2019,06,0,0,29634
53393579,13,13103,2019,06,0,1,16859
53393579,13,13103,2019,06,0,2,23009
53393579,13,13103,2019,06,1,0,144033
53393579,13,13103,2019,06,1,1,23983
53393579,13,13103,2019,06,1,2,83349
53393579,13,13103,2019,06,2,0,105900
53393579,13,13103,2019,06,2,1,21608
53393579,13,13103,2019,06,2,2,63236
53393588,13,13103,2019,06,0,0,18964
53393588,13,13103,2019,06,0,1,14171
53393588,13,13103,2019,06,0,2,16347
53393588,13,13103,2019,06,1,0,24423
53393588,13,13103,2019,06,1,1,14251
53393588,13,13103,2019,06,1,2,19639
53393588,13,13103,2019,06,2,0,22603
53393588,13,13103,2019,06,2,1,14225
53393588,13,13103,2019,06,2,2,18541
53393589,13,13103,2019,06,0,0,19929
53393589,13,13103,2019,06,0,1,15910
53393589,13,13103,2019,06,0,2,17664
53393589,13,13103,2019,06,1,0,65189
53393589,13,13103,2019,06,1,1,17591
53393589,13,13103,2019,06,1,2,39261
53393589,13,13103,2019,06,2,0,50102
53393589,13,13103,2019,06,2,1,17031
53393589,13,13103,2019,06,2,2,32062
53393597,13,13103,2019,06,0,0,21316
53393597,13,13103,2019,06,0,1,12527
53393597,13,13103,2019,06,0,2,16154
53393597,13,13103,2019,06,1,0,37885
53393597,13,13103,2019,06,1,1,12587
53393597,13,13103,2019,06,1,2,24894
53393597,13,13103,2019,06,2,0,32362
53393597,13,13103,2019,06,2,1,12567
53393597,13,13103,2019,06,2,2,21980
53393598,13,13103,2019,06,0,0,41912
53393598,13,13103,2019,06,0,1,26348
53393598,13,13103,2019,06,0,2,33075
53393598,13,13103,2019,06,1,0,98521
53393598,13,13103,2019,06,1,1,24342
53393598,13,13103,2019,06,1,2,61645
53393598,13,13103,2019,06,2,0,79651
53393598,13,13103,2019,06,2,1,25011
53393598,13,13103,2019,06,2,2,52122
53393599,13,13103,2019,06,0,0,26446
53393599,13,13103,2019,06,0,1,12646
53393599,13,13103,2019,06,0,2,18655
53393599,13,13103,2019,06,1,0,126996
53393599,13,13103,2019,06,1,1,19546
53393599,13,13103,2019,06,1,2,68567
53393599,13,13103,2019,06,2,0,93480
53393599,13,13103,2019,06,2,1,17246
53393599,13,13103,2019,06,2,2,51929
53393650,13,13103,2019,06,0,0,6415
53393650,13,13103,2019,06,0,1,7729
53393650,13,13103,2019,06,0,2,7387
53393650,13,13103,2019,06,1,0,10581
53393650,13,13103,2019,06,1,1,7723
53393650,13,13103,2019,06,1,2,9097
53393650,13,13103,2019,06,2,0,9192
53393650,13,13103,2019,06,2,1,7725
53393650,13,13103,2019,06,2,2,8527
53393651,13,13103,2019,06,0,0,10510
53393651,13,13103,2019,06,0,1,2903
53393651,13,13103,2019,06,0,2,6360
53393651,13,13103,2019,06,1,0,9437
53393651,13,13103,2019,06,1,1,2247
53393651,13,13103,2019,06,1,2,5646
53393651,13,13103,2019,06,2,0,9794
53393651,13,13103,2019,06,2,1,2466
53393651,13,13103,2019,06,2,2,5884
53393660,13,13103,2019,06,0,0,10682
53393660,13,13103,2019,06,0,1,7795
53393660,13,13103,2019,06,0,2,8735
53393660,13,13103,2019,06,1,0,18487
53393660,13,13103,2019,06,1,1,7818
53393660,13,13103,2019,06,1,2,12404
53393660,13,13103,2019,06,2,0,15886
53393660,13,13103,2019,06,2,1,7810
