mesh1kmid,prefcode,citycode,year,month,dayflag,timezone,population
53394519,13,13101,2019,09,0,0,13891
53394519,13,13101,2019,09,0,1,6033
53394519,13,13101,2019,09,0,2,9431
53394519,13,13101,2019,09,1,0,65450
53394519,13,13101,2019,09,1,1,8727
53394519,13,13101,2019,09,1,2,35279
53394519,13,13101,2019,09,2,0,46545
53394519,13,13101,2019,09,2,1,7739
53394519,13,13101,2019,09,2,2,25801
53394528,13,13101,2019,09,0,0,28433
53394528,13,13101,2019,09,0,1,13196
53394528,13,13101,2019,09,0,2,20563
53394528,13,13101,2019,09,1,0,104977
53394528,13,13101,2019,09,1,1,18736
53394528,13,13101,2019,09,1,2,62365
53394528,13,13101,2019,09,2,0,76911
53394528,13,13101,2019,09,2,1,16705
53394528,13,13101,2019,09,2,2,47038
53394529,13,13101,2019,09,0,0,15797
53394529,13,13101,2019,09,0,1,8297
53394529,13,13101,2019,09,0,2,11456
53394529,13,13101,2019,09,1,0,66829
53394529,13,13101,2019,09,1,1,10593
53394529,13,13101,2019,09,1,2,36809
53394529,13,13101,2019,09,2,0,48118
53394529,13,13101,2019,09,2,1,9751
53394529,13,13101,2019,09,2,2,27513
53394539,13,13101,2019,09,0,0,22022
53394539,13,13101,2019,09,0,1,8993
53394539,13,13101,2019,09,0,2,14303
53394539,13,13101,2019,09,1,0,85190
53394539,13,13101,2019,09,1,1,12887
53394539,13,13101,2019,09,1,2,46781
53394539,13,13101,2019,09,2,0,62028
53394539,13,13101,2019,09,2,1,11459
53394539,13,13101,2019,09,2,2,34872
53394600,13,13101,2019,09,0,0,71408
53394600,13,13101,2019,09,0,1,25526
53394600,13,13101,2019,09,0,2,48494
53394600,13,13101,2019,09,1,0,250754
53394600,13,13101,2019,09,1,1,34739
53394600,13,13101,2019,09,1,2,152482
53394600,13,13101,2019,09,2,0,184994
53394600,13,13101,2019,09,2,1,31361
53394600,13,13101,2019,09,2,2,114353
53394610,13,13101,2019,09,0,0,16598
53394610,13,13101,2019,09,0,1,3076
53394610,13,13101,2019,09,0,2,9116
53394610,13,13101,2019,09,1,0,85838
53394610,13,13101,2019,09,1,1,7724
53394610,13,13101,2019,09,1,2,45141
53394610,13,13101,2019,09,2,0,60450
53394610,13,13101,2019,09,2,1,6019
53394610,13,13101,2019,09,2,2,31932
53394620,13,13101,2019,09,0,0,12610
53394620,13,13101,2019,09,0,1,2947
53394620,13,13101,2019,09,0,2,7051
53394620,13,13101,2019,09,1,0,51587
53394620,13,13101,2019,09,1,1,5170
53394620,13,13101,2019,09,1,2,27195
53394620,13,13101,2019,09,2,0,37296
53394620,13,13101,2019,09,2,1,4355
53394620,13,13101,2019,09,2,2,19809
53394621,13,13101,2019,09,0,0,57049
53394621,13,13101,2019,09,0,1,16516
53394621,13,13101,2019,09,0,2,35419
53394621,13,13101,2019,09,1,0,337887
53394621,13,13101,2019,09,1,1,30988
53394621,13,13101,2019,09,1,2,179710
53394621,13,13101,2019,09,2,0,234913
53394621,13,13101,2019,09,2,1,25682
53394621,13,13101,2019,09,2,2,126803
53394630,13,13101,2019,09,0,0,40204
53394630,13,13101,2019,09,0,1,12336
53394630,13,13101,2019,09,0,2,24153
53394630,13,13101,2019,09,1,0,154445
53394630,13,13101,2019,09,1,1,18986
53394630,13,13101,2019,09,1,2,83432
53394630,13,13101,2019,09,2,0,112556
53394630,13,13101,2019,09,2,1,16548
53394630,13,13101,2019,09,2,2,61697
53394631,13,13101,2019,09,0,0,93958
53394631,13,13101,2019,09,0,1,29244
53394631,13,13101,2019,09,0,2,60796
53394631,13,13101,2019,09,1,0,223323
53394631,13,13101,2019,09,1,1,35487
53394631,13,13101,2019,09,1,2,135946
53394631,13,13101,2019,09,2,0,175889
53394631,13,13101,2019,09,2,1,33198
53394631,13,13101,2019,09,2,2,108391
53394632,13,13101,2019,09,0,0,37687
53394632,13,13101,2019,09,0,1,27192
53394632,13,13101,2019,09,0,2,32781
53394632,13,13101,2019,09,1,0,112091
53394632,13,13101,2019,09,1,1,31338
53394632,13,13101,2019,09,1,2,72287
53394632,13,13101,2019,09,2,0,84810
53394632,13,13101,2019,09,2,1,29818
53394632,13,13101,2019,09,2,2,57801
53393671,13,13102,2019,09,0,0,499
53393671,13,13102,2019,09,0,1,172
53393671,13,13102,2019,09,0,2,341
53393671,13,13102,2019,09,1,0,975
53393671,13,13102,2019,09,1,1,226
53393671,13,13102,2019,09,1,2,606
53393671,13,13102,2019,09,2,0,800
53393671,13,13102,2019,09,2,1,206
53393671,13,13102,2019,09,2,2,509
53393681,13,13102,2019,09,0,0,8682
53393681,13,13102,2019,09,0,1,9392
53393681,13,13102,2019,09,0,2,9218
53393681,13,13102,2019,09,1,0,16014
53393681,13,13102,2019,09,1,1,9641
