mesh1kmid,prefcode,citycode,year,month,dayflag,timezone,population
53394519,13,13101,2019,03,0,0,14303
53394519,13,13101,2019,03,0,1,5935
53394519,13,13101,2019,03,0,2,9595
53394519,13,13101,2019,03,1,0,69852
53394519,13,13101,2019,03,1,1,9666
53394519,13,13101,2019,03,1,2,38114
53394519,13,13101,2019,03,2,0,50141
53394519,13,13101,2019,03,2,1,8342
53394519,13,13101,2019,03,2,2,27994
53394528,13,13101,2019,03,0,0,29772
53394528,13,13101,2019,03,0,1,14130
53394528,13,13101,2019,03,0,2,21639
53394528,13,13101,2019,03,1,0,106392
53394528,13,13101,2019,03,1,1,19552
53394528,13,13101,2019,03,1,2,63805
53394528,13,13101,2019,03,2,0,79204
53394528,13,13101,2019,03,2,1,17628
53394528,13,13101,2019,03,2,2,48843
53394529,13,13101,2019,03,0,0,17431
53394529,13,13101,2019,03,0,1,8971
53394529,13,13101,2019,03,0,2,12631
53394529,13,13101,2019,03,1,0,64414
53394529,13,13101,2019,03,1,1,11517
53394529,13,13101,2019,03,1,2,36752
53394529,13,13101,2019,03,2,0,47743
53394529,13,13101,2019,03,2,1,10614
53394529,13,13101,2019,03,2,2,28193
53394539,13,13101,2019,03,0,0,28456
53394539,13,13101,2019,03,0,1,9943
53394539,13,13101,2019,03,0,2,18611
53394539,13,13101,2019,03,1,0,84847
53394539,13,13101,2019,03,1,1,12721
53394539,13,13101,2019,03,1,2,47121
53394539,13,13101,2019,03,2,0,64837
53394539,13,13101,2019,03,2,1,11735
53394539,13,13101,2019,03,2,2,37005
53394600,13,13101,2019,03,0,0,74869
53394600,13,13101,2019,03,0,1,29753
53394600,13,13101,2019,03,0,2,51153
53394600,13,13101,2019,03,1,0,251521
53394600,13,13101,2019,03,1,1,37694
53394600,13,13101,2019,03,1,2,157290
53394600,13,13101,2019,03,2,0,188838
53394600,13,13101,2019,03,2,1,34876
53394600,13,13101,2019,03,2,2,119629
53394610,13,13101,2019,03,0,0,19388
53394610,13,13101,2019,03,0,1,4175
53394610,13,13101,2019,03,0,2,10673
53394610,13,13101,2019,03,1,0,85039
53394610,13,13101,2019,03,1,1,8292
53394610,13,13101,2019,03,1,2,45547
53394610,13,13101,2019,03,2,0,61743
53394610,13,13101,2019,03,2,1,6831
53394610,13,13101,2019,03,2,2,33172
53394620,13,13101,2019,03,0,0,15227
53394620,13,13101,2019,03,0,1,4002
53394620,13,13101,2019,03,0,2,8573
53394620,13,13101,2019,03,1,0,52481
53394620,13,13101,2019,03,1,1,6310
53394620,13,13101,2019,03,1,2,28431
53394620,13,13101,2019,03,2,0,39262
53394620,13,13101,2019,03,2,1,5491
53394620,13,13101,2019,03,2,2,21385
53394621,13,13101,2019,03,0,0,59285
53394621,13,13101,2019,03,0,1,19080
53394621,13,13101,2019,03,0,2,37723
53394621,13,13101,2019,03,1,0,331688
53394621,13,13101,2019,03,1,1,34389
53394621,13,13101,2019,03,1,2,179693
53394621,13,13101,2019,03,2,0,235029
53394621,13,13101,2019,03,2,1,28957
53394621,13,13101,2019,03,2,2,129317
53394630,13,13101,2019,03,0,0,41462
53394630,13,13101,2019,03,0,1,13827
53394630,13,13101,2019,03,0,2,26172
53394630,13,13101,2019,03,1,0,154789
53394630,13,13101,2019,03,1,1,19955
53394630,13,13101,2019,03,1,2,85294
53394630,13,13101,2019,03,2,0,114576
53394630,13,13101,2019,03,2,1,17781
53394630,13,13101,2019,03,2,2,64315
53394631,13,13101,2019,03,0,0,93040
53394631,13,13101,2019,03,0,1,32427
53394631,13,13101,2019,03,0,2,63020
53394631,13,13101,2019,03,1,0,222595
53394631,13,13101,2019,03,1,1,36859
53394631,13,13101,2019,03,1,2,137123
53394631,13,13101,2019,03,2,0,176624
53394631,13,13101,2019,03,2,1,35287
53394631,13,13101,2019,03,2,2,110828
53394632,13,13101,2019,03,0,0,40633
53394632,13,13101,2019,03,0,1,28483
53394632,13,13101,2019,03,0,2,34580
53394632,13,13101,2019,03,1,0,109612
53394632,13,13101,2019,03,1,1,32025
53394632,13,13101,2019,03,1,2,72239
53394632,13,13101,2019,03,2,0,85136
53394632,13,13101,2019,03,2,1,30768
53394632,13,13101,2019,03,2,2,58876
53393671,13,13102,2019,03,0,0,630
53393671,13,13102,2019,03,0,1,226
53393671,13,13102,2019,03,0,2,433
53393671,13,13102,2019,03,1,0,934
53393671,13,13102,2019,03,1,1,99
53393671,13,13102,2019,03,1,2,485
53393671,13,13102,2019,03,2,0,826
53393671,13,13102,2019,03,2,1,144
53393671,13,13102,2019,03,2,2,466
53393681,13,13102,2019,03,0,0,9975
53393681,13,13102,2019,03,0,1,10311
53393681,13,13102,2019,03,0,2,10259
53393681,13,13102,2019,03,1,0,16466
53393681,13,13102,2019,03,1,1,10590
53393681,13,13102,2019,03,1,2,12990
53393681,13,13102,2019,03,2,0,14163
53393681,13,13102,2019,03,2,1,10491
53393681,13,13102,2019,03,2,2,12021
53393682,13,13102,2019,03,0,0,13487
53393682,13,13102,2019,03,0,1,11876
53393682,13,13102,2019,03,0,2,12400
53393682,13,13102,2019,03,1,0,58678
53393682,13,13102,2019,03,1,1,13589
53393682,13,13102,2019,03,1,2,33659
53393682,13,13102,2019,03,2,0,42643
53393682,13,13102,2019,03,2,1,12981
53393682,13,13102,2019,03,2,2,26115
53393691,13,13102,2019,03,0,0,17119
53393691,13,13102,2019,03,0,1,7346
53393691,13,13102,2019,03,0,2,10847
53393691,13,13102,2019,03,1,0,58306
53393691,13,13102,2019,03,1,1,9635
53393691,13,13102,2019,03,1,2,31475
53393691,13,13102,2019,03,2,0,43691
53393691,13,13102,2019,03,2,1,8823
53393691,13,13102,2019,03,2,2,24155
53393692,13,13102,2019,03,0,0,23231
53393692,13,13102,2019,03,0,1,20950
53393692,13,13102,2019,03,0,2,22132
53393692,13,13102,2019,03,1,0,35466
53393692,13,13102,2019,03,1,1,22361
53393692,13,13102,2019,03,1,2,30001
53393692,13,13102,2019,03,2,0,31125
53393692,13,13102,2019,03,2,1,21861
53393692,13,13102,2019,03,2,2,27209
53394601,13,13102,2019,03,0,0,120738
53394601,13,13102,2019,03,0,1,35320
53394601,13,13102,2019,03,0,2,71082
53394601,13,13102,2019,03,1,0,212573
53394601,13,13102,2019,03,1,1,39133
53394601,13,13102,2019,03,1,2,127542
53394601,13,13102,2019,03,2,0,179987
53394601,13,13102,2019,03,2,1,37780
