mesh1kmid,prefcode,citycode,year,month,dayflag,timezone,population
53394519,13,13101,2020,09,0,0,8373
53394519,13,13101,2020,09,0,1,3704
53394519,13,13101,2020,09,0,2,5914
53394519,13,13101,2020,09,1,0,44434
53394519,13,13101,2020,09,1,1,8006
53394519,13,13101,2020,09,1,2,24876
53394519,13,13101,2020,09,2,0,32414
53394519,13,13101,2020,09,2,1,6572
53394519,13,13101,2020,09,2,2,18555
53394528,13,13101,2020,09,0,0,22052
53394528,13,13101,2020,09,0,1,12899
53394528,13,13101,2020,09,0,2,17118
53394528,13,13101,2020,09,1,0,78004
53394528,13,13101,2020,09,1,1,19721
53394528,13,13101,2020,09,1,2,47751
53394528,13,13101,2020,09,2,0,59353
53394528,13,13101,2020,09,2,1,17447
53394528,13,13101,2020,09,2,2,37540
53394529,13,13101,2020,09,0,0,10034
53394529,13,13101,2020,09,0,1,5700
53394529,13,13101,2020,09,0,2,7758
53394529,13,13101,2020,09,1,0,45509
53394529,13,13101,2020,09,1,1,10084
53394529,13,13101,2020,09,1,2,26162
53394529,13,13101,2020,09,2,0,33684
53394529,13,13101,2020,09,2,1,8623
53394529,13,13101,2020,09,2,2,20027
53394539,13,13101,2020,09,0,0,15171
53394539,13,13101,2020,09,0,1,7910
53394539,13,13101,2020,09,0,2,11108
53394539,13,13101,2020,09,1,0,56159
53394539,13,13101,2020,09,1,1,11066
53394539,13,13101,2020,09,1,2,31335
53394539,13,13101,2020,09,2,0,42496
53394539,13,13101,2020,09,2,1,10014
53394539,13,13101,2020,09,2,2,24593
53394600,13,13101,2020,09,0,0,46531
53394600,13,13101,2020,09,0,1,17017
53394600,13,13101,2020,09,0,2,31228
53394600,13,13101,2020,09,1,0,168462
53394600,13,13101,2020,09,1,1,29051
53394600,13,13101,2020,09,1,2,100467
53394600,13,13101,2020,09,2,0,127819
53394600,13,13101,2020,09,2,1,25040
53394600,13,13101,2020,09,2,2,77388
53394610,13,13101,2020,09,0,0,9033
53394610,13,13101,2020,09,0,1,2785
53394610,13,13101,2020,09,0,2,5718
53394610,13,13101,2020,09,1,0,58048
53394610,13,13101,2020,09,1,1,7535
53394610,13,13101,2020,09,1,2,31300
53394610,13,13101,2020,09,2,0,41709
53394610,13,13101,2020,09,2,1,5951
53394610,13,13101,2020,09,2,2,22772
53394620,13,13101,2020,09,0,0,7137
53394620,13,13101,2020,09,0,1,2731
53394620,13,13101,2020,09,0,2,4850
53394620,13,13101,2020,09,1,0,33106
53394620,13,13101,2020,09,1,1,4581
53394620,13,13101,2020,09,1,2,18090
53394620,13,13101,2020,09,2,0,24449
53394620,13,13101,2020,09,2,1,3965
53394620,13,13101,2020,09,2,2,13677
53394621,13,13101,2020,09,0,0,41265
53394621,13,13101,2020,09,0,1,13811
53394621,13,13101,2020,09,0,2,25881
53394621,13,13101,2020,09,1,0,214935
53394621,13,13101,2020,09,1,1,31839
53394621,13,13101,2020,09,1,2,118868
53394621,13,13101,2020,09,2,0,157045
53394621,13,13101,2020,09,2,1,25830
53394621,13,13101,2020,09,2,2,87872
53394630,13,13101,2020,09,0,0,25813
53394630,13,13101,2020,09,0,1,10364
53394630,13,13101,2020,09,0,2,17013
53394630,13,13101,2020,09,1,0,107795
53394630,13,13101,2020,09,1,1,17910
53394630,13,13101,2020,09,1,2,59871
53394630,13,13101,2020,09,2,0,80468
53394630,13,13101,2020,09,2,1,15395
53394630,13,13101,2020,09,2,2,45585
53394631,13,13101,2020,09,0,0,61742
53394631,13,13101,2020,09,0,1,21459
53394631,13,13101,2020,09,0,2,40776
53394631,13,13101,2020,09,1,0,160964
53394631,13,13101,2020,09,1,1,32439
53394631,13,13101,2020,09,1,2,97852
53394631,13,13101,2020,09,2,0,127890
53394631,13,13101,2020,09,2,1,28779
53394631,13,13101,2020,09,2,2,78826
53394632,13,13101,2020,09,0,0,31769
53394632,13,13101,2020,09,0,1,22585
53394632,13,13101,2020,09,0,2,27245
53394632,13,13101,2020,09,1,0,89842
53394632,13,13101,2020,09,1,1,29363
53394632,13,13101,2020,09,1,2,58607
53394632,13,13101,2020,09,2,0,70485
53394632,13,13101,2020,09,2,1,27104
53394632,13,13101,2020,09,2,2,48153
53393671,13,13102,2020,09,0,0,157
53393671,13,13102,2020,09,0,1,100
53393671,13,13102,2020,09,0,2,152
53393671,13,13102,2020,09,1,0,160
53393671,13,13102,2020,09,1,1,98
53393671,13,13102,2020,09,1,2,133
53393671,13,13102,2020,09,2,0,159
53393671,13,13102,2020,09,2,1,99
53393671,13,13102,2020,09,2,2,139
53393681,13,13102,2020,09,0,0,9814
53393681,13,13102,2020,09,0,1,11040
53393681,13,13102,2020,09,0,2,10551
53393681,13,13102,2020,09,1,0,14859
53393681,13,13102,2020,09,1,1,10830
53393681,13,13102,2020,09,1,2,12377
53393681,13,13102,2020,09,2,0,13177
53393681,13,13102,2020,09,2,1,10900
53393681,13,13102,2020,09,2,2,11769
53393682,13,13102,2020,09,0,0,12718
53393682,13,13102,2020,09,0,1,11874
53393682,13,13102,2020,09,0,2,12136
53393682,13,13102,2020,09,1,0,42965
53393682,13,13102,2020,09,1,1,13479
53393682,13,13102,2020,09,1,2,26684
53393682,13,13102,2020,09,2,0,32883
53393682,13,13102,2020,09,2,1,12944
53393682,13,13102,2020,09,2,2,21835
53393691,13,13102,2020,09,0,0,10386
53393691,13,13102,2020,09,0,1,5697
53393691,13,13102,2020,09,0,2,7682
53393691,13,13102,2020,09,1,0,43188
53393691,13,13102,2020,09,1,1,9238
53393691,13,13102,2020,09,1,2,24423
53393691,13,13102,2020,09,2,0,32254
53393691,13,13102,2020,09,2,1,8058
53393691,13,13102,2020,09,2,2,18843
53393692,13,13102,2020,09,0,0,21225
53393692,13,13102,2020,09,0,1,20840
53393692,13,13102,2020,09,0,2,21295
53393692,13,13102,2020,09,1,0,27857
53393692,13,13102,2020,09,1,1,21498
53393692,13,13102,2020,09,1,2,25082
53393692,13,13102,2020,09,2,0,25646
53393692,13,13102,2020,09,2,1,21279
53393692,13,13102,2020,09,2,2,23820
