mesh1kmid,prefcode,citycode,year,month,dayflag,timezone,population
53394519,13,13101,2021,09,0,0,9389
53394519,13,13101,2021,09,0,1,4035
53394519,13,13101,2021,09,0,2,6406
53394519,13,13101,2021,09,1,0,37388
53394519,13,13101,2021,09,1,1,8910
53394519,13,13101,2021,09,1,2,21993
53394519,13,13101,2021,09,2,0,28055
53394519,13,13101,2021,09,2,1,7285
53394519,13,13101,2021,09,2,2,16797
53394528,13,13101,2021,09,0,0,20527
53394528,13,13101,2021,09,0,1,12960
53394528,13,13101,2021,09,0,2,16530
53394528,13,13101,2021,09,1,0,66665
53394528,13,13101,2021,09,1,1,21331
53394528,13,13101,2021,09,1,2,42578
53394528,13,13101,2021,09,2,0,51285
53394528,13,13101,2021,09,2,1,18540
53394528,13,13101,2021,09,2,2,33895
53394529,13,13101,2021,09,0,0,10100
53394529,13,13101,2021,09,0,1,7150
53394529,13,13101,2021,09,0,2,8509
53394529,13,13101,2021,09,1,0,36061
53394529,13,13101,2021,09,1,1,11314
53394529,13,13101,2021,09,1,2,22475
53394529,13,13101,2021,09,2,0,27408
53394529,13,13101,2021,09,2,1,9926
53394529,13,13101,2021,09,2,2,17820
53394539,13,13101,2021,09,0,0,12732
53394539,13,13101,2021,09,0,1,8087
53394539,13,13101,2021,09,0,2,10043
53394539,13,13101,2021,09,1,0,42367
53394539,13,13101,2021,09,1,1,11721
53394539,13,13101,2021,09,1,2,25325
53394539,13,13101,2021,09,2,0,32489
53394539,13,13101,2021,09,2,1,10510
53394539,13,13101,2021,09,2,2,20231
53394600,13,13101,2021,09,0,0,43523
53394600,13,13101,2021,09,0,1,17127
53394600,13,13101,2021,09,0,2,28150
53394600,13,13101,2021,09,1,0,133885
53394600,13,13101,2021,09,1,1,32330
53394600,13,13101,2021,09,1,2,81973
53394600,13,13101,2021,09,2,0,103764
53394600,13,13101,2021,09,2,1,27262
53394600,13,13101,2021,09,2,2,64032
53394610,13,13101,2021,09,0,0,8777
53394610,13,13101,2021,09,0,1,2349
53394610,13,13101,2021,09,0,2,5387
53394610,13,13101,2021,09,1,0,48311
53394610,13,13101,2021,09,1,1,8586
53394610,13,13101,2021,09,1,2,27484
53394610,13,13101,2021,09,2,0,35133
53394610,13,13101,2021,09,2,1,6507
53394610,13,13101,2021,09,2,2,20118
53394620,13,13101,2021,09,0,0,9133
53394620,13,13101,2021,09,0,1,3820
53394620,13,13101,2021,09,0,2,6080
53394620,13,13101,2021,09,1,0,31122
53394620,13,13101,2021,09,1,1,6189
53394620,13,13101,2021,09,1,2,18013
53394620,13,13101,2021,09,2,0,23793
53394620,13,13101,2021,09,2,1,5399
53394620,13,13101,2021,09,2,2,14035
53394621,13,13101,2021,09,0,0,40433
53394621,13,13101,2021,09,0,1,15609
53394621,13,13101,2021,09,0,2,26082
53394621,13,13101,2021,09,1,0,184397
53394621,13,13101,2021,09,1,1,37055
53394621,13,13101,2021,09,1,2,105039
53394621,13,13101,2021,09,2,0,136409
53394621,13,13101,2021,09,2,1,29906
53394621,13,13101,2021,09,2,2,78720
53394630,13,13101,2021,09,0,0,24443
53394630,13,13101,2021,09,0,1,10203
53394630,13,13101,2021,09,0,2,15717
53394630,13,13101,2021,09,1,0,88072
53394630,13,13101,2021,09,1,1,20756
53394630,13,13101,2021,09,1,2,51234
53394630,13,13101,2021,09,2,0,66863
53394630,13,13101,2021,09,2,1,17238
53394630,13,13101,2021,09,2,2,39395
53394631,13,13101,2021,09,0,0,56669
53394631,13,13101,2021,09,0,1,22448
53394631,13,13101,2021,09,0,2,37309
53394631,13,13101,2021,09,1,0,138962
53394631,13,13101,2021,09,1,1,37722
53394631,13,13101,2021,09,1,2,87245
