mesh1kmid,prefcode,citycode,year,month,dayflag,timezone,population
53394519,13,13101,2021,11,0,0,10588
53394519,13,13101,2021,11,0,1,5607
53394519,13,13101,2021,11,0,2,7609
53394519,13,13101,2021,11,1,0,46767
53394519,13,13101,2021,11,1,1,11858
53394519,13,13101,2021,11,1,2,27783
53394519,13,13101,2021,11,2,0,34708
53394519,13,13101,2021,11,2,1,9775
53394519,13,13101,2021,11,2,2,21058
53394528,13,13101,2021,11,0,0,22318
53394528,13,13101,2021,11,0,1,12669
53394528,13,13101,2021,11,0,2,17165
53394528,13,13101,2021,11,1,0,74636
53394528,13,13101,2021,11,1,1,23180
53394528,13,13101,2021,11,1,2,47593
53394528,13,13101,2021,11,2,0,57197
53394528,13,13101,2021,11,2,1,19676
53394528,13,13101,2021,11,2,2,37450
53394529,13,13101,2021,11,0,0,11535
53394529,13,13101,2021,11,0,1,7274
53394529,13,13101,2021,11,0,2,9105
53394529,13,13101,2021,11,1,0,41617
53394529,13,13101,2021,11,1,1,12186
53394529,13,13101,2021,11,1,2,25580
53394529,13,13101,2021,11,2,0,31589
53394529,13,13101,2021,11,2,1,10549
53394529,13,13101,2021,11,2,2,20089
53394539,13,13101,2021,11,0,0,15807
53394539,13,13101,2021,11,0,1,9025
53394539,13,13101,2021,11,0,2,12145
53394539,13,13101,2021,11,1,0,53014
53394539,13,13101,2021,11,1,1,13641
53394539,13,13101,2021,11,1,2,31980
53394539,13,13101,2021,11,2,0,40612
53394539,13,13101,2021,11,2,1,12103
53394539,13,13101,2021,11,2,2,25368
53394600,13,13101,2021,11,0,0,58572
53394600,13,13101,2021,11,0,1,25852
53394600,13,13101,2021,11,0,2,40142
53394600,13,13101,2021,11,1,0,162768
53394600,13,13101,2021,11,1,1,41247
53394600,13,13101,2021,11,1,2,105630
53394600,13,13101,2021,11,2,0,128036
53394600,13,13101,2021,11,2,1,36115
53394600,13,13101,2021,11,2,2,83801
53394610,13,13101,2021,11,0,0,13166
53394610,13,13101,2021,11,0,1,3778
53394610,13,13101,2021,11,0,2,7983
53394610,13,13101,2021,11,1,0,58311
53394610,13,13101,2021,11,1,1,9938
53394610,13,13101,2021,11,1,2,32707
53394610,13,13101,2021,11,2,0,43263
53394610,13,13101,2021,11,2,1,7885
53394610,13,13101,2021,11,2,2,24465
53394620,13,13101,2021,11,0,0,9681
53394620,13,13101,2021,11,0,1,3820
53394620,13,13101,2021,11,0,2,6370
53394620,13,13101,2021,11,1,0,34417
53394620,13,13101,2021,11,1,1,7662
53394620,13,13101,2021,11,1,2,19977
53394620,13,13101,2021,11,2,0,26172
53394620,13,13101,2021,11,2,1,6382
53394620,13,13101,2021,11,2,2,15441
53394621,13,13101,2021,11,0,0,45856
53394621,13,13101,2021,11,0,1,19936
53394621,13,13101,2021,11,0,2,30988
53394621,13,13101,2021,11,1,0,218189
53394621,13,13101,2021,11,1,1,47137
53394621,13,13101,2021,11,1,2,127961
53394621,13,13101,2021,11,2,0,160745
53394621,13,13101,2021,11,2,1,38070
53394621,13,13101,2021,11,2,2,95637
53394630,13,13101,2021,11,0,0,29085
53394630,13,13101,2021,11,0,1,12382
53394630,13,13101,2021,11,0,2,19088
53394630,13,13101,2021,11,1,0,101663
53394630,13,13101,2021,11,1,1,23145
53394630,13,13101,2021,11,1,2,59745
53394630,13,13101,2021,11,2,0,77470
53394630,13,13101,2021,11,2,1,19557
53394630,13,13101,2021,11,2,2,46192
53394631,13,13101,2021,11,0,0,68904
53394631,13,13101,2021,11,0,1,28099
53394631,13,13101,2021,11,0,2,47160
53394631,13,13101,2021,11,1,0,158983
53394631,13,13101,2021,11,1,1,44344
53394631,13,13101,2021,11,1,2,102560
53394631,13,13101,2021,11,2,0,128957
53394631,13,13101,2021,11,2,1,38929
53394631,13,13101,2021,11,2,2,84093
53394632,13,13101,2021,11,0,0,32311
53394632,13,13101,2021,11,0,1,26035
53394632,13,13101,2021,11,0,2,29086
53394632,13,13101,2021,11,1,0,85505
53394632,13,13101,2021,11,1,1,32347
53394632,13,13101,2021,11,1,2,57977
53394632,13,13101,2021,11,2,0,67774
53394632,13,13101,2021,11,2,1,30243
53394632,13,13101,2021,11,2,2,48347
53393671,13,13102,2021,11,0,0,209
53393671,13,13102,2021,11,0,1,162
53393671,13,13102,2021,11,0,2,200
53393671,13,13102,2021,11,1,0,229
53393671,13,13102,2021,11,1,1,117
53393671,13,13102,2021,11,1,2,176
53393671,13,13102,2021,11,2,0,222
53393671,13,13102,2021,11,2,1,132
53393671,13,13102,2021,11,2,2,184
53393681,13,13102,2021,11,0,0,8916
53393681,13,13102,2021,11,0,1,9993
53393681,13,13102,2021,11,0,2,9561
53393681,13,13102,2021,11,1,0,15484
53393681,13,13102,2021,11,1,1,10839
53393681,13,13102,2021,11,1,2,12716
53393681,13,13102,2021,11,2,0,13295
53393681,13,13102,2021,11,2,1,10557
53393681,13,13102,2021,11,2,2,11664
53393682,13,13102,2021,11,0,0,12738
53393682,13,13102,2021,11,0,1,11980
53393682,13,13102,2021,11,0,2,12332
53393682,13,13102,2021,11,1,0,39355
53393682,13,13102,2021,11,1,1,15182
53393682,13,13102,2021,11,1,2,25908
53393682,13,13102,2021,11,2,0,30482
53393682,13,13102,2021,11,2,1,14115
53393682,13,13102,2021,11,2,2,21382
53393691,13,13102,2021,11,0,0,12333
53393691,13,13102,2021,11,0,1,6713
53393691,13,13102,2021,11,0,2,8684
53393691,13,13102,2021,11,1,0,41627
53393691,13,13102,2021,11,1,1,11181
53393691,13,13102,2021,11,1,2,24493
53393691,13,13102,2021,11,2,0,31862
53393691,13,13102,2021,11,2,1,9691
53393691,13,13102,2021,11,2,2,19224
53393692,13,13102,2021,11,0,0,22096
53393692,13,13102,2021,11,0,1,21194
53393692,13,13102,2021,11,0,2,21647
53393692,13,13102,2021,11,1,0,26388
53393692,13,13102,2021,11,1,1,21205
53393692,13,13102,2021,11,1,2,24296
53393692,13,13102,2021,11,2,0,24957
53393692,13,13102,2021,11,2,1,21201
